benchmark,size_label,size,type,line,end,name,function,share,seconds,hotness,excluded,in_main,in_timed_region
npb/lu,agent,default,function,2450,2827,rhs,rhs,0.32330872039524644,50.280699,YES,False,False,False
npb/lu,agent,default,function,4050,4056,timer_stop,timer_stop,6.430076089340891e-09,1e-06,MAYBE,True,False,False
npb/lu,agent,default,function,4036,4038,timer_clear,timer_clear,1.2860152178681782e-08,2e-06,MAYBE,True,False,False
npb/lu,agent,default,function,61,61,pb_timer_start,pb_timer_start,1.2860152178681782e-08,2e-06,MAYBE,True,False,False
npb/lu,agent,default,function,63,68,pb_timer_stop,pb_timer_stop,4.372451740751806e-07,6.8e-05,MAYBE,True,False,False
npb/lu,agent,default,function,4025,4029,elapsed_time,elapsed_time,6.430076089340891e-09,1e-06,MAYBE,True,False,False
npb/lu,agent,default,function,4111,4117,wtime_,wtime_,6.430076089340891e-09,1e-06,MAYBE,False,False,False
npb/lu,agent,default,loop,4141,4141,,main,6.430076089340891e-09,1e-06,MAYBE,False,True,False
npb/lu,agent,default,function,4129,4146,main,main,1.0,155.519155,YES,False,False,False
npb/lu,agent,default,function,27,31,pb_emit,pb_emit,6.430076089340891e-09,1e-06,MAYBE,True,False,False
npb/lu,agent,default,function,33,37,pb_report,pb_report,1.2860152178681782e-08,2e-06,MAYBE,True,False,False
npb/mg,agent,default,loop,509,511,,npb_main,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,661,663,,npb_main,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,672,680,,npb_main,0.5529932538009376,4.459227,YES,False,False,True
npb/mg,agent,default,function,484,778,npb_main,npb_main,0.9999957836255858,8.063766,YES,False,False,False
npb/mg,agent,default,function,2027,2029,timer_clear,timer_clear,1.240110121778814e-07,1e-06,MAYBE,True,False,False
npb/mg,agent,default,function,2034,2036,timer_start,timer_start,1.240110121778814e-07,1e-06,MAYBE,True,False,False
npb/mg,agent,default,loop,1409,1413,,setup,2.480220243557628e-07,2e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,1420,1428,,setup,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,function,1400,1452,setup,setup,4.960440487115256e-07,4e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,1491,1497,,zero3,0.033921104194052434,0.273533,MAYBE,False,False,False
npb/mg,agent,default,loop,1492,1496,,zero3,0.03391316748927305,0.273469,MAYBE,False,False,False
npb/mg,agent,default,loop,1493,1495,,zero3,0.032509734864455964,0.262152,MAYBE,False,False,False
npb/mg,agent,default,function,1482,1498,zero3,zero3,0.03392160023810114,0.273537,MAYBE,False,False,False
npb/mg,agent,default,loop,1538,1546,,zran3,0.1431384706961978,1.15424,YES,False,False,False
npb/mg,agent,default,loop,1540,1544,,zran3,0.14312929388129667,1.154166,YES,False,False,False
npb/mg,agent,default,loop,1563,1582,,zran3,0.015304819067933231,0.123415,MAYBE,False,False,False
npb/mg,agent,default,loop,1564,1581,,zran3,0.015303330935787098,0.123403,MAYBE,False,False,False
npb/mg,agent,default,loop,1565,1580,,zran3,0.01480331853468588,0.119371,MAYBE,False,False,False
npb/mg,agent,default,loop,1591,1618,,zran3,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,1622,1628,,zran3,0.008225402415734516,0.066328,MAYBE,False,False,False
npb/mg,agent,default,loop,1623,1627,,zran3,0.008222798184478781,0.066307,MAYBE,False,False,False
npb/mg,agent,default,loop,1624,1626,,zran3,0.007728366278925568,0.06232,MAYBE,False,False,False
npb/mg,agent,default,loop,1629,1631,,zran3,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,1632,1634,,zran3,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,function,1507,1636,zran3,zran3,0.18201654306902454,1.467745,YES,False,False,False
npb/mg,agent,default,loop,1123,1131,,norm2u3,0.03789751729953619,0.305598,MAYBE,False,False,False
npb/mg,agent,default,loop,1124,1130,,norm2u3,0.037892680870061264,0.305559,MAYBE,False,False,False
npb/mg,agent,default,loop,1125,1129,,norm2u3,0.03689699645328505,0.29753,MAYBE,False,False,False
npb/mg,agent,default,function,1105,1135,norm2u3,norm2u3,0.03789751729953619,0.305598,MAYBE,False,False,False
npb/mg,agent,default,loop,1277,1300,,resid,0.43661387931248297,3.520767,YES,False,False,False
npb/mg,agent,default,loop,1278,1299,,resid,0.4365957737047049,3.520621,YES,False,False,False
npb/mg,agent,default,loop,1279,1284,,resid,0.2472060318956323,1.99342,YES,False,False,False
npb/mg,agent,default,loop,1285,1298,,resid,0.18272290979438974,1.473441,YES,False,False,False
npb/mg,agent,default,function,1259,1317,resid,resid,0.44169547855849595,3.561744,YES,False,False,False
npb/mg,agent,default,loop,1052,1055,,mg3P,0.04690939755450284,0.378268,MAYBE,False,False,False
npb/mg,agent,default,loop,1066,1087,,mg3P,0.06544333936853593,0.527722,MAYBE,False,False,False
npb/mg,agent,default,function,1043,1094,mg3P,mg3P,0.5198924824524417,4.192309,YES,False,False,False
npb/mg,agent,default,function,63,68,pb_timer_stop,pb_timer_stop,1.240110121778814e-06,1e-05,MAYBE,True,False,False
npb/mg,agent,default,function,1708,1787,c_print_results,c_print_results,6.20055060889407e-07,5e-06,MAYBE,True,False,False
npb/mg,agent,default,function,1868,1898,randlc,randlc,0.0009884917780698926,0.007971,MAYBE,True,False,False
npb/mg,agent,default,loop,1943,1961,,vranlc,0.13963627570128226,1.125999,YES,True,False,False
npb/mg,agent,default,function,1924,1963,vranlc,vranlc,0.1406891291946725,1.134489,YES,True,False,False
npb/mg,agent,default,function,2120,2135,main,main,1.0,8.0638,YES,False,False,False
npb/mg,agent,default,function,33,37,pb_report,pb_report,2.1081872070239836e-06,1.7e-05,MAYBE,True,False,False
npb/mg,agent,default,loop,1361,1385,,rprj3,0.0463018676058434,0.373369,MAYBE,False,False,False
npb/mg,agent,default,loop,1363,1384,,rprj3,0.046295295022197966,0.373316,MAYBE,False,False,False
npb/mg,agent,default,loop,1365,1371,,rprj3,0.018312210124259033,0.147666,MAYBE,False,False,False
npb/mg,agent,default,loop,1372,1383,,rprj3,0.02718482601254991,0.219213,MAYBE,False,False,False
npb/mg,agent,default,function,1330,1398,rprj3,rprj3,0.04690828145539324,0.378259,MAYBE,False,False,False
npb/mg,agent,default,loop,1191,1214,,psinv,0.2075151913489918,1.673361,YES,False,False,False
npb/mg,agent,default,loop,1192,1213,,psinv,0.20750465041295665,1.673276,YES,False,False,False
npb/mg,agent,default,loop,1193,1198,,psinv,0.11232905081971278,0.905799,YES,False,False,False
npb/mg,agent,default,loop,1199,1212,,psinv,0.09188372727498202,0.740932,MAYBE,False,False,False
npb/mg,agent,default,function,1175,1231,psinv,psinv,0.2098990550360872,1.692584,YES,False,False,False
npb/mg,agent,default,loop,912,944,,interp,0.06237009846474367,0.50294,MAYBE,False,False,False
npb/mg,agent,default,loop,913,943,,interp,0.06236476599122002,0.502897,MAYBE,False,False,False
npb/mg,agent,default,loop,914,918,,interp,0.011110518614052928,0.089593,MAYBE,False,False,False
npb/mg,agent,default,loop,919,924,,interp,0.014199508916391776,0.114502,MAYBE,False,False,False
npb/mg,agent,default,loop,925,930,,interp,0.01148565192589102,0.092618,MAYBE,False,False,False
npb/mg,agent,default,loop,931,936,,interp,0.011635581239614076,0.093827,MAYBE,False,False,False
npb/mg,agent,default,loop,937,942,,interp,0.011835859024281355,0.095442,MAYBE,False,False,False
npb/mg,agent,default,function,887,1036,interp,interp,0.06237109055284108,0.502948,MAYBE,False,False,False
npb/mg,agent,default,loop,852,857,,comm3,0.0064775912100994565,0.052234,MAYBE,False,False,False
npb/mg,agent,default,loop,853,856,,comm3,0.006439519829360847,0.051927,MAYBE,False,False,False
npb/mg,agent,default,loop,859,864,,comm3,0.0012009226419306034,0.009684,MAYBE,False,False,False
npb/mg,agent,default,loop,860,863,,comm3,0.001168059723703465,0.009419,MAYBE,False,False,False
npb/mg,agent,default,loop,866,871,,comm3,0.000996428482849277,0.008035,MAYBE,False,False,False
npb/mg,agent,default,loop,867,870,,comm3,0.0009638135866464942,0.007772,MAYBE,False,False,False
npb/mg,agent,default,function,841,873,comm3,comm3,0.008677422555122893,0.069973,MAYBE,False,False,False
npb/mg,agent,default,loop,1153,1157,,power,9.920880974230512e-07,8e-06,MAYBE,False,False,False
npb/mg,agent,default,function,1143,1160,power,power,1.1160991096009324e-06,9e-06,MAYBE,False,False,False
npb/mg,agent,default,loop,790,810,,bubble,1.240110121778814e-07,1e-06,MAYBE,False,False,False
npb/mg,agent,default,function,785,834,bubble,bubble,7.688682755028646e-06,6.2e-05,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,509,511,,npb_main,1.155541689055287e-07,3e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,661,663,,npb_main,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,672,680,,npb_main,0.860110893484093,22.33007,YES,False,False,True
npb/mg,verify,LARGE,function,484,778,npb_main,npb_main,0.999999229638874,25.96183,YES,False,False,False
npb/mg,verify,LARGE,function,2027,2029,timer_clear,timer_clear,3.8518056301842896e-08,1e-06,MAYBE,True,False,False
npb/mg,verify,LARGE,loop,1409,1413,,setup,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1420,1428,,setup,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1421,1423,,setup,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1400,1452,setup,setup,7.703611260368579e-08,2e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1491,1497,,zero3,0.014223986349200848,0.369281,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1492,1496,,zero3,0.01421543534070184,0.369059,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1493,1495,,zero3,0.013334604429191295,0.346191,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1482,1498,zero3,zero3,0.014224217457538657,0.369287,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1538,1546,,zran3,0.044641888001047694,1.158986,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1540,1544,,zran3,0.04463957691766958,1.158926,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1563,1582,,zran3,0.004758135494966654,0.12353,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1564,1581,,zran3,0.004757557724122126,0.123515,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1565,1580,,zran3,0.004609494315697842,0.119671,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1622,1628,,zran3,0.002548932375774454,0.066175,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1623,1627,,zran3,0.0025481234965921153,0.066154,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1624,1626,,zran3,0.002396208282537647,0.06221,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1632,1634,,zran3,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1507,1636,zran3,zran3,0.05670886319734534,1.472267,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1123,1131,,norm2u3,0.011679136887394389,0.303212,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1124,1130,,norm2u3,0.011678058381817938,0.303184,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1125,1129,,norm2u3,0.011374574616215717,0.295305,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1105,1135,norm2u3,norm2u3,0.011679213923506992,0.303214,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1277,1300,,resid,0.5007097337054178,12.999351,YES,False,False,False
npb/mg,verify,LARGE,loop,1278,1299,,resid,0.5006888569189022,12.998809,YES,False,False,False
npb/mg,verify,LARGE,loop,1279,1284,,resid,0.28613669673000963,7.428638,YES,False,False,False
npb/mg,verify,LARGE,loop,1285,1298,,resid,0.20674778569323837,5.367555,YES,False,False,False
npb/mg,verify,LARGE,function,1259,1317,resid,resid,0.5064430693498345,13.148199,YES,False,False,False
npb/mg,verify,LARGE,loop,1052,1055,,mg3P,0.06106013246359563,1.585234,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1066,1087,,mg3P,0.08606455241055627,2.234395,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1043,1094,mg3P,mg3P,0.6776014035979716,17.591786,YES,False,False,False
npb/mg,verify,LARGE,function,2041,2047,timer_stop,timer_stop,3.8518056301842896e-08,1e-06,MAYBE,True,False,False
npb/mg,verify,LARGE,function,63,68,pb_timer_stop,pb_timer_stop,5.007347319239576e-07,1.3e-05,MAYBE,True,False,False
npb/mg,verify,LARGE,function,1708,1787,c_print_results,c_print_results,2.311083378110574e-07,6e-06,MAYBE,True,False,False
npb/mg,verify,LARGE,function,1868,1898,randlc,randlc,0.0003142688213667362,0.008159,MAYBE,True,False,False
npb/mg,verify,LARGE,loop,1943,1961,,vranlc,0.04354628040759807,1.130542,MAYBE,True,False,False
npb/mg,verify,LARGE,function,1924,1963,vranlc,vranlc,0.04388350599052071,1.139297,MAYBE,True,False,False
npb/mg,verify,LARGE,function,2016,2020,elapsed_time,elapsed_time,3.8518056301842896e-08,1e-06,MAYBE,True,False,False
npb/mg,verify,LARGE,function,2120,2135,main,main,1.0,25.96185,YES,False,False,False
npb/mg,verify,LARGE,function,33,37,pb_report,pb_report,1.9259028150921452e-07,5e-06,MAYBE,True,False,False
npb/mg,verify,LARGE,loop,1361,1385,,rprj3,0.060346084735872066,1.566696,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1363,1384,,rprj3,0.060337148546810035,1.566464,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1365,1371,,rprj3,0.0244122048313198,0.633786,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1372,1383,,rprj3,0.03485159955858307,0.904812,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1330,1398,rprj3,rprj3,0.06105905395801917,1.585206,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1191,1214,,psinv,0.2697619391530265,7.003519,YES,False,False,False
npb/mg,verify,LARGE,loop,1192,1213,,psinv,0.26974899708610905,7.003183,YES,False,False,False
npb/mg,verify,LARGE,loop,1193,1198,,psinv,0.14615037063999678,3.794334,YES,False,False,False
npb/mg,verify,LARGE,loop,1199,1212,,psinv,0.11930297725316186,3.097326,YES,False,False,False
npb/mg,verify,LARGE,function,1175,1231,psinv,psinv,0.27272497915210203,7.080445,YES,False,False,False
npb/mg,verify,LARGE,loop,912,944,,interp,0.08171655717909164,2.121513,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,913,943,,interp,0.08170981651923882,2.121338,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,914,918,,interp,0.014647569414352215,0.380278,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,919,924,,interp,0.018498026912565937,0.480243,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,925,930,,interp,0.015072885792037163,0.39132,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,931,936,,interp,0.015219215887927864,0.395119,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,937,942,,interp,0.015561641408451248,0.404009,MAYBE,False,False,False
npb/mg,verify,LARGE,function,887,1036,interp,interp,0.0817178667930059,2.121547,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,852,857,,comm3,0.007069295909189831,0.183532,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,853,856,,comm3,0.007026463830582181,0.18242,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,859,864,,comm3,0.0013931980964376578,0.03617,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,860,863,,comm3,0.0013547185581921166,0.035171,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,866,871,,comm3,0.0011287716399255062,0.029305,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,867,870,,comm3,0.0010877113919077416,0.028239,MAYBE,False,False,False
npb/mg,verify,LARGE,function,841,873,comm3,comm3,0.009594501162282349,0.249091,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,1153,1157,,power,2.311083378110574e-07,6e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,function,1143,1160,power,power,2.311083378110574e-07,6e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,loop,790,810,,bubble,3.8518056301842896e-08,1e-06,MAYBE,False,False,False
npb/mg,verify,LARGE,function,785,834,bubble,bubble,2.272565321808731e-06,5.9e-05,MAYBE,False,False,False
polybench/2mm,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0007293946024799417,1.2e-05,MAYBE,True,False,False
polybench/2mm,agent,default,function,225,234,xmalloc,xmalloc,0.0006078288353999514,1e-05,MAYBE,True,False,False
polybench/2mm,agent,default,function,476,541,main,main,1.0,0.016452,YES,False,False,False
polybench/2mm,agent,default,loop,412,414,,init_array,0.008691952346219304,0.000143,MAYBE,True,False,False
polybench/2mm,agent,default,loop,413,414,,init_array,0.008570386579139314,0.000141,MAYBE,True,False,False
polybench/2mm,agent,default,loop,415,417,,init_array,0.00887430099683929,0.000146,MAYBE,True,False,False
polybench/2mm,agent,default,loop,416,417,,init_array,0.00887430099683929,0.000146,MAYBE,True,False,False
polybench/2mm,agent,default,loop,418,420,,init_array,0.008509603695599317,0.00014,MAYBE,True,False,False
polybench/2mm,agent,default,loop,419,420,,init_array,0.008205689277899343,0.000135,MAYBE,True,False,False
polybench/2mm,agent,default,loop,421,423,,init_array,0.009360564065159251,0.000154,MAYBE,True,False,False
polybench/2mm,agent,default,loop,422,423,,init_array,0.008935083880379285,0.000147,MAYBE,True,False,False
polybench/2mm,agent,default,function,407,424,init_array,init_array,0.03543642110381716,0.000583,MAYBE,True,False,False
polybench/2mm,agent,default,loop,458,464,,kernel_2mm,0.45696571845368344,0.007518,YES,False,False,False
polybench/2mm,agent,default,loop,459,464,,kernel_2mm,0.4567225869195234,0.007514,YES,False,False,False
polybench/2mm,agent,default,loop,462,463,,kernel_2mm,0.4178215414539265,0.006874,YES,False,False,False
polybench/2mm,agent,default,loop,465,471,,kernel_2mm,0.4362387551665451,0.007177,YES,False,False,False
polybench/2mm,agent,default,loop,466,471,,kernel_2mm,0.4360564065159251,0.007174,YES,False,False,False
polybench/2mm,agent,default,loop,469,470,,kernel_2mm,0.40639435934840745,0.006686,YES,False,False,False
polybench/2mm,agent,default,function,455,472,kernel_2mm,kernel_2mm,0.8932044736202285,0.014695,YES,False,False,False
polybench/2mm,agent,default,function,371,376,pb_timer_stop,pb_timer_stop,0.0015195720884998783,2.5e-05,MAYBE,True,False,False
polybench/2mm,agent,default,loop,435,439,,print_array,0.06844152686603452,0.001126,MAYBE,True,False,False
polybench/2mm,agent,default,loop,436,439,,print_array,0.06838074398249452,0.001125,MAYBE,True,False,False
polybench/2mm,agent,default,function,432,441,print_array,print_array,0.06844152686603452,0.001126,MAYBE,True,False,False
polybench/2mm,agent,default,function,328,332,pb_report,pb_report,0.00024313153415998052,4e-06,MAYBE,True,False,False
polybench/2mm,agent,default,function,321,325,pb_emit,pb_emit,0.032032579625577436,0.000527,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,237,241,polybench_alloc_data,polybench_alloc_data,4.2281820170345e-07,1.2e-05,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,225,234,xmalloc,xmalloc,3.875833515614958e-07,1.1e-05,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,476,541,main,main,1.0,28.380992,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,412,414,,init_array,0.0003207780756923507,0.009104,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,413,414,,init_array,0.0003191572725858208,0.009058,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,415,417,,init_array,0.00030485192342818746,0.008652,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,416,417,,init_array,0.0003038301127740708,0.008623,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,418,420,,init_array,0.00034466730408859567,0.009782,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,419,420,,init_array,0.00034357502373419505,0.009751,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,421,423,,init_array,0.00031538714362063175,0.008951,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,422,423,,init_array,0.0003141891587158053,0.008917,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,407,424,init_array,init_array,0.0012856844468297655,0.036489,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,367,369,pb_timer_start,pb_timer_start,3.523485014195416e-08,1e-06,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,458,464,,kernel_2mm,0.5365632039923058,15.228196,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,459,464,,kernel_2mm,0.5365606670830956,15.228124,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,462,463,,kernel_2mm,0.5342925645446079,15.163753,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,465,471,,kernel_2mm,0.4594333066300149,13.039173,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,466,471,,kernel_2mm,0.45942721100094036,13.039,YES,False,False,False
polybench/2mm,verify,STANDARD,loop,469,470,,kernel_2mm,0.4576274500905395,12.987921,YES,False,False,False
polybench/2mm,verify,STANDARD,function,455,472,kernel_2mm,kernel_2mm,0.9959965106223208,28.267369,YES,False,False,False
polybench/2mm,verify,STANDARD,function,371,376,pb_timer_stop,pb_timer_stop,1.26845460511035e-06,3.6e-05,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,435,439,,print_array,0.0026201339262559957,0.074362,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,loop,436,439,,print_array,0.0026191473504520208,0.074334,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,432,441,print_array,print_array,0.0026201339262559957,0.074362,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,328,332,pb_report,pb_report,3.171136512775875e-07,9e-06,MAYBE,True,False,False
polybench/2mm,verify,STANDARD,function,321,325,pb_emit,pb_emit,0.0012257147318881596,0.034787,MAYBE,True,False,False
polybench/3mm,agent,default,function,237,241,polybench_alloc_data,polybench_alloc_data,0.0005483744614179397,1.4e-05,MAYBE,True,False,False
polybench/3mm,agent,default,function,225,234,xmalloc,xmalloc,0.0005483744614179397,1.4e-05,MAYBE,True,False,False
polybench/3mm,agent,default,function,487,558,main,main,1.0,0.02553,YES,False,False,False
polybench/3mm,agent,default,loop,414,416,,init_array,0.005601253427340384,0.000143,MAYBE,True,False,False
polybench/3mm,agent,default,loop,415,416,,init_array,0.005522914218566393,0.000141,MAYBE,True,False,False
polybench/3mm,agent,default,loop,417,419,,init_array,0.005679592636114375,0.000145,MAYBE,True,False,False
polybench/3mm,agent,default,loop,418,419,,init_array,0.005562083822953388,0.000142,MAYBE,True,False,False
polybench/3mm,agent,default,loop,420,422,,init_array,0.006345475910693302,0.000162,MAYBE,True,False,False
polybench/3mm,agent,default,loop,421,422,,init_array,0.006188797493145319,0.000158,MAYBE,True,False,False
polybench/3mm,agent,default,loop,423,425,,init_array,0.00564042303172738,0.000144,MAYBE,True,False,False
polybench/3mm,agent,default,loop,424,425,,init_array,0.005248726987857423,0.000134,MAYBE,True,False,False
polybench/3mm,agent,default,function,411,426,init_array,init_array,0.02326674500587544,0.000594,MAYBE,True,False,False
polybench/3mm,agent,default,loop,460,466,,kernel_3mm,0.300039169604387,0.00766,YES,False,False,False
polybench/3mm,agent,default,loop,461,466,,kernel_3mm,0.299843321582452,0.007655,YES,False,False,False
polybench/3mm,agent,default,loop,464,465,,kernel_3mm,0.2737171954563259,0.006988,YES,False,False,False
polybench/3mm,agent,default,loop,468,474,,kernel_3mm,0.3227183705444575,0.008239,YES,False,False,False
polybench/3mm,agent,default,loop,469,474,,kernel_3mm,0.3226400313356835,0.008237,YES,False,False,False
polybench/3mm,agent,default,loop,472,473,,kernel_3mm,0.2988640814727771,0.00763,YES,False,False,False
polybench/3mm,agent,default,loop,476,482,,kernel_3mm,0.30779475127301215,0.007858,YES,False,False,False
polybench/3mm,agent,default,loop,477,482,,kernel_3mm,0.3075989032510772,0.007853,YES,False,False,False
polybench/3mm,agent,default,loop,480,481,,kernel_3mm,0.2825695260477869,0.007214,YES,False,False,False
polybench/3mm,agent,default,function,457,483,kernel_3mm,kernel_3mm,0.9305522914218566,0.023757,YES,False,False,False
polybench/3mm,agent,default,function,377,382,pb_timer_stop,pb_timer_stop,0.0009009009009009009,2.3e-05,MAYBE,True,False,False
polybench/3mm,agent,default,loop,437,441,,print_array,0.04426165295730513,0.00113,MAYBE,True,False,False
polybench/3mm,agent,default,loop,438,441,,print_array,0.04406580493537015,0.001125,MAYBE,True,False,False
polybench/3mm,agent,default,function,434,443,print_array,print_array,0.04426165295730513,0.00113,MAYBE,True,False,False
polybench/3mm,agent,default,function,334,338,pb_report,pb_report,0.00015667841754798275,4e-06,MAYBE,True,False,False
polybench/3mm,agent,default,function,327,331,pb_emit,pb_emit,0.019428123775949862,0.000496,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,237,241,polybench_alloc_data,polybench_alloc_data,3.6200951169648853e-07,1.4e-05,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,225,234,xmalloc,xmalloc,3.361516894324536e-07,1.3e-05,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,487,558,main,main,1.0,38.673017,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,414,416,,init_array,0.0002441495578170175,0.009442,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,415,416,,init_array,0.00024303767145966395,0.009399,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,417,419,,init_array,0.00023644392678233507,0.009144,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,418,419,,init_array,0.00023564233429214997,0.009113,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,420,422,,init_array,0.00023859012603025,0.009227,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,421,422,,init_array,0.00023773681789553684,0.009194,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,423,425,,init_array,0.00024893325493586393,0.009627,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,424,425,,init_array,0.00024738178560002185,0.009567,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,function,411,426,init_array,init_array,0.0009681168655654665,0.03744,MAYBE,True,False,False
polybench/3mm,verify,STANDARD,loop,460,466,,kernel_3mm,0.339423583114811,13.126534,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,461,466,,kernel_3mm,0.33942135934209633,13.126448,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,464,465,,kernel_3mm,0.33780185807587754,13.063817,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,468,474,,kernel_3mm,0.3129734874318184,12.103629,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,469,474,,kernel_3mm,0.31297072064483616,12.103522,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,472,473,,kernel_3mm,0.31149423899355977,12.046422,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,476,482,,kernel_3mm,0.34468696869447757,13.330085,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,477,482,,kernel_3mm,0.34468218499735875,13.3299,YES,False,False,False
polybench/3mm,verify,STANDARD,loop,480,481,,kernel_3mm,0.34325586752127457,13.27474,YES,False,False,False
polybench/3mm,verify,STANDARD,function,457,483,kernel_3mm,kernel_3mm,0.997084039241107,38.560248,YES,False,False,False
