benchmark,kind,line,function,applicable,pragma,in_main,in_excluded_function,on_scaffolding,end
polybench/correlation,do_all,398,init_array,True,#pragma omp parallel for,False,True,False,398
polybench/correlation,do_all,397,init_array,True,#pragma omp parallel for,False,True,False,397
polybench/correlation,do_all,440,kernel_correlation,True,#pragma omp parallel for,False,False,False,440
polybench/correlation,do_all,437,kernel_correlation,True,#pragma omp parallel for,False,False,False,437
polybench/correlation,do_all,449,kernel_correlation,True,#pragma omp parallel for,False,False,False,449
polybench/correlation,do_all,446,kernel_correlation,True,#pragma omp parallel for,False,False,False,446
polybench/correlation,do_all,461,kernel_correlation,True,#pragma omp parallel for,False,False,False,461
polybench/correlation,do_all,460,kernel_correlation,True,#pragma omp parallel for,False,False,False,460
polybench/correlation,do_all,474,kernel_correlation,True,#pragma omp parallel for,False,False,False,474
polybench/correlation,do_all,413,print_array,True,#pragma omp parallel for,False,True,False,413
polybench/correlation,do_all,412,print_array,True,#pragma omp parallel for,False,True,False,412
polybench/covariance,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/covariance,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/covariance,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/covariance,task,456,main,False,['#pragma omp task'],True,False,False,506
polybench/covariance,task,456,main,False,['#pragma omp task'],True,False,False,506
polybench/covariance,task,456,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,506
polybench/covariance,task,465,main,False,['#pragma omp task'],True,False,False,466
polybench/covariance,task,465,main,False,['#pragma omp task'],True,False,False,466
polybench/covariance,task,465,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,466
polybench/covariance,do_all,476,main,True,#pragma omp parallel for,True,False,True,476
polybench/covariance,do_all,477,main,True,#pragma omp parallel for,True,False,True,477
polybench/covariance,do_all,478,main,True,#pragma omp parallel for,True,False,True,478
polybench/covariance,do_all,397,init_array,True,#pragma omp parallel for,False,True,False,397
polybench/covariance,do_all,396,init_array,True,#pragma omp parallel for,False,True,False,396
polybench/covariance,do_all,434,kernel_covariance,True,#pragma omp parallel for,False,False,False,434
polybench/covariance,do_all,431,kernel_covariance,True,#pragma omp parallel for,False,False,False,431
polybench/covariance,do_all,441,kernel_covariance,True,#pragma omp parallel for,False,False,False,441
polybench/covariance,do_all,440,kernel_covariance,True,#pragma omp parallel for,False,False,False,440
polybench/covariance,do_all,449,kernel_covariance,True,#pragma omp parallel for,False,False,False,449
polybench/covariance,do_all,446,kernel_covariance,True,#pragma omp parallel for,False,False,False,446
polybench/covariance,do_all,445,kernel_covariance,True,#pragma omp parallel for,False,False,False,445
polybench/covariance,do_all,412,print_array,True,#pragma omp parallel for,False,True,False,412
polybench/covariance,do_all,411,print_array,True,#pragma omp parallel for,False,True,False,411
polybench/doitgen,task,450,main,False,['#pragma omp task'],True,False,False,501
polybench/doitgen,task,450,main,False,['#pragma omp task'],True,False,False,501
polybench/doitgen,task,450,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,501
polybench/doitgen,do_all,471,main,True,#pragma omp parallel for,True,False,True,471
polybench/doitgen,do_all,472,main,True,#pragma omp parallel for,True,False,True,472
polybench/doitgen,do_all,473,main,True,#pragma omp parallel for,True,False,True,473
polybench/doitgen,do_all,402,init_array,True,#pragma omp parallel for,False,True,False,402
polybench/doitgen,do_all,401,init_array,True,#pragma omp parallel for,False,True,False,401
polybench/doitgen,do_all,400,init_array,True,#pragma omp parallel for,False,True,False,400
polybench/doitgen,do_all,405,init_array,True,#pragma omp parallel for,False,True,False,405
polybench/doitgen,do_all,404,init_array,True,#pragma omp parallel for,False,True,False,404
polybench/doitgen,do_all,441,kernel_doitgen,True,#pragma omp parallel for,False,False,False,441
polybench/doitgen,do_all,439,kernel_doitgen,True,#pragma omp parallel for,False,False,False,439
polybench/doitgen,do_all,444,kernel_doitgen,True,#pragma omp parallel for,False,False,False,444
polybench/doitgen,do_all,438,kernel_doitgen,True,#pragma omp parallel for,False,False,False,438
polybench/doitgen,do_all,437,kernel_doitgen,True,#pragma omp parallel for,False,False,False,437
polybench/doitgen,do_all,420,print_array,True,#pragma omp parallel for,False,True,False,420
polybench/doitgen,do_all,419,print_array,True,#pragma omp parallel for,False,True,False,419
polybench/doitgen,do_all,418,print_array,True,#pragma omp parallel for,False,True,False,418
polybench/durbin,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/durbin,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/durbin,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/durbin,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/durbin,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/durbin,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/durbin,task,451,main,False,['#pragma omp task'],True,False,False,516
polybench/durbin,task,451,main,False,['#pragma omp task'],True,False,False,516
polybench/durbin,task,451,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,516
polybench/durbin,do_all,477,main,True,#pragma omp parallel for,True,False,True,477
polybench/durbin,do_all,478,main,True,#pragma omp parallel for,True,False,True,478
polybench/durbin,do_all,479,main,True,#pragma omp parallel for,True,False,True,479
polybench/durbin,do_all,480,main,True,#pragma omp parallel for,True,False,True,480
polybench/durbin,do_all,481,main,True,#pragma omp parallel for,True,False,True,481
polybench/durbin,do_all,482,main,True,#pragma omp parallel for,True,False,True,482
polybench/durbin,do_all,396,init_array,True,#pragma omp parallel for,False,True,False,396
polybench/durbin,do_all,391,init_array,True,#pragma omp parallel for,False,True,False,391
polybench/durbin,do_all,439,kernel_durbin,True,#pragma omp parallel for,False,False,False,439
polybench/durbin,do_all,442,kernel_durbin,True,#pragma omp parallel for,False,False,False,442
polybench/durbin,do_all,435,kernel_durbin,True,#pragma omp parallel for,False,False,False,435
polybench/durbin,do_all,446,kernel_durbin,True,#pragma omp parallel for,False,False,False,446
polybench/durbin,do_all,413,print_array,True,#pragma omp parallel for,False,True,False,413
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/dynprog,task,404,print_array,False,['#pragma omp task'],False,True,False,408
polybench/dynprog,task,404,print_array,False,['#pragma omp task'],False,True,False,408
polybench/dynprog,task,404,print_array,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,408
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/dynprog,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/dynprog,task,445,main,False,['#pragma omp task'],True,False,False,495
polybench/dynprog,task,445,main,False,['#pragma omp task'],True,False,False,495
polybench/dynprog,task,445,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,495
polybench/dynprog,task,454,main,False,['#pragma omp task'],True,False,False,455
polybench/dynprog,task,454,main,False,['#pragma omp task'],True,False,False,455
polybench/dynprog,task,454,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,455
polybench/dynprog,task,465,main,False,['#pragma omp task'],True,False,True,465
polybench/dynprog,task,465,main,False,['#pragma omp task'],True,False,True,465
polybench/dynprog,task,465,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,465
polybench/dynprog,task,464,main,False,['#pragma omp task'],True,False,True,464
polybench/dynprog,task,464,main,False,['#pragma omp task'],True,False,True,464
polybench/dynprog,task,464,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,464
polybench/dynprog,task,465,main,False,['#pragma omp task'],True,False,True,465
polybench/dynprog,task,465,main,False,['#pragma omp task'],True,False,True,465
polybench/dynprog,task,465,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,465
polybench/dynprog,task,466,main,False,['#pragma omp task'],True,False,True,466
polybench/dynprog,task,466,main,False,['#pragma omp task'],True,False,True,466
polybench/dynprog,task,466,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,466
polybench/dynprog,task,461,main,False,['#pragma omp task'],True,False,False,461
polybench/dynprog,task,461,main,False,['#pragma omp task'],True,False,False,461
polybench/dynprog,task,461,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,461
polybench/dynprog,task,466,main,False,['#pragma omp task'],True,False,True,466
polybench/dynprog,task,466,main,False,['#pragma omp task'],True,False,True,466
polybench/dynprog,task,466,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,466
polybench/dynprog,task,464,main,False,['#pragma omp task'],True,False,True,464
polybench/dynprog,task,464,main,False,['#pragma omp task'],True,False,True,464
polybench/dynprog,task,464,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,464
polybench/dynprog,do_all,464,main,True,#pragma omp parallel for,True,False,True,464
polybench/dynprog,do_all,465,main,True,#pragma omp parallel for,True,False,True,465
polybench/dynprog,do_all,466,main,True,#pragma omp parallel for,True,False,True,466
polybench/dynprog,do_all,394,init_array,True,#pragma omp parallel for,False,True,False,394
polybench/dynprog,do_all,393,init_array,True,#pragma omp parallel for,False,True,False,393
polybench/dynprog,do_all,426,kernel_dynprog,True,#pragma omp parallel for,False,False,False,426
polybench/dynprog,do_all,425,kernel_dynprog,True,#pragma omp parallel for,False,False,False,425
polybench/dynprog,do_all,434,kernel_dynprog,True,#pragma omp parallel for,False,False,False,434
polybench/dynprog,do_all,431,kernel_dynprog,True,#pragma omp parallel for,False,False,False,431
polybench/dynprog,do_all,429,kernel_dynprog,True,#pragma omp parallel for,False,False,False,429
polybench/dynprog,reduction,423,kernel_dynprog,True,#pragma omp parallel for,False,False,False,423
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-2d,task,478,main,False,['#pragma omp task'],True,False,False,479
polybench/fdtd-2d,task,478,main,False,['#pragma omp task'],True,False,False,479
polybench/fdtd-2d,task,478,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,479
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-2d,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-2d,task,468,main,False,['#pragma omp task'],True,False,False,528
polybench/fdtd-2d,task,468,main,False,['#pragma omp task'],True,False,False,528
polybench/fdtd-2d,task,468,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,528
polybench/fdtd-2d,do_all,492,main,True,#pragma omp parallel for,True,False,True,492
polybench/fdtd-2d,do_all,493,main,True,#pragma omp parallel for,True,False,True,493
polybench/fdtd-2d,do_all,494,main,True,#pragma omp parallel for,True,False,True,494
polybench/fdtd-2d,do_all,495,main,True,#pragma omp parallel for,True,False,True,495
polybench/fdtd-2d,do_all,404,init_array,True,#pragma omp parallel for,False,True,False,404
polybench/fdtd-2d,do_all,407,init_array,True,#pragma omp parallel for,False,True,False,407
polybench/fdtd-2d,do_all,406,init_array,True,#pragma omp parallel for,False,True,False,406
polybench/fdtd-2d,do_all,452,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,452
polybench/fdtd-2d,do_all,455,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,455
polybench/fdtd-2d,do_all,454,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,454
polybench/fdtd-2d,do_all,458,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,458
polybench/fdtd-2d,do_all,461,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,461
polybench/fdtd-2d,do_all,460,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,460
polybench/fdtd-2d,do_all,450,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,450
polybench/fdtd-2d,do_all,428,print_array,True,#pragma omp parallel for,False,True,False,428
polybench/fdtd-2d,do_all,427,print_array,True,#pragma omp parallel for,False,True,False,427
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/fdtd-apml,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/fdtd-apml,task,556,main,False,['#pragma omp task'],True,False,False,557
polybench/fdtd-apml,task,556,main,False,['#pragma omp task'],True,False,False,557
polybench/fdtd-apml,task,556,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,557
polybench/fdtd-apml,task,534,main,False,['#pragma omp task'],True,False,False,644
polybench/fdtd-apml,task,534,main,False,['#pragma omp task'],True,False,False,644
polybench/fdtd-apml,task,534,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,644
polybench/fdtd-apml,do_all,577,main,True,#pragma omp parallel for,True,False,True,577
polybench/fdtd-apml,do_all,578,main,True,#pragma omp parallel for,True,False,True,578
polybench/fdtd-apml,do_all,579,main,True,#pragma omp parallel for,True,False,True,579
polybench/fdtd-apml,do_all,580,main,True,#pragma omp parallel for,True,False,True,580
polybench/fdtd-apml,do_all,581,main,True,#pragma omp parallel for,True,False,True,581
polybench/fdtd-apml,do_all,582,main,True,#pragma omp parallel for,True,False,True,582
polybench/fdtd-apml,do_all,583,main,True,#pragma omp parallel for,True,False,True,583
polybench/fdtd-apml,do_all,584,main,True,#pragma omp parallel for,True,False,True,584
polybench/fdtd-apml,do_all,585,main,True,#pragma omp parallel for,True,False,True,585
polybench/fdtd-apml,do_all,586,main,True,#pragma omp parallel for,True,False,True,586
polybench/fdtd-apml,do_all,587,main,True,#pragma omp parallel for,True,False,True,587
polybench/fdtd-apml,do_all,588,main,True,#pragma omp parallel for,True,False,True,588
polybench/fdtd-apml,do_all,589,main,True,#pragma omp parallel for,True,False,True,589
polybench/fdtd-apml,do_all,590,main,True,#pragma omp parallel for,True,False,True,590
polybench/fdtd-apml,do_all,414,init_array,True,#pragma omp parallel for,False,True,False,414
polybench/fdtd-apml,do_all,419,init_array,True,#pragma omp parallel for,False,True,False,419
polybench/fdtd-apml,do_all,424,init_array,True,#pragma omp parallel for,False,True,False,424
polybench/fdtd-apml,do_all,435,init_array,True,#pragma omp parallel for,False,True,False,435
polybench/fdtd-apml,do_all,431,init_array,True,#pragma omp parallel for,False,True,False,431
polybench/fdtd-apml,do_all,430,init_array,True,#pragma omp parallel for,False,True,False,430
polybench/fdtd-apml,do_all,499,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,499
polybench/fdtd-apml,do_all,514,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,514
polybench/fdtd-apml,do_all,497,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,497
polybench/fdtd-apml,do_all,495,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,495
polybench/fdtd-apml,do_all,460,print_array,True,#pragma omp parallel for,False,True,False,460
polybench/fdtd-apml,do_all,459,print_array,True,#pragma omp parallel for,False,True,False,459
polybench/fdtd-apml,do_all,458,print_array,True,#pragma omp parallel for,False,True,False,458
polybench/floyd-warshall,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/floyd-warshall,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/floyd-warshall,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/floyd-warshall,task,431,main,False,['#pragma omp task'],True,False,False,434
polybench/floyd-warshall,task,431,main,False,['#pragma omp task'],True,False,False,434
polybench/floyd-warshall,task,431,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,434
polybench/floyd-warshall,task,428,main,False,['#pragma omp task'],True,False,False,467
polybench/floyd-warshall,task,428,main,False,['#pragma omp task'],True,False,False,467
polybench/floyd-warshall,task,428,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,467
polybench/floyd-warshall,task,441,main,False,['#pragma omp task'],True,False,False,441
polybench/floyd-warshall,task,441,main,False,['#pragma omp task'],True,False,False,441
polybench/floyd-warshall,task,441,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,441
polybench/floyd-warshall,task,444,main,False,['#pragma omp task'],True,False,True,444
polybench/floyd-warshall,task,444,main,False,['#pragma omp task'],True,False,True,444
polybench/floyd-warshall,task,444,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,444
polybench/floyd-warshall,task,444,main,False,['#pragma omp task'],True,False,True,444
polybench/floyd-warshall,task,444,main,False,['#pragma omp task'],True,False,True,444
polybench/floyd-warshall,task,444,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,444
polybench/floyd-warshall,do_all,444,main,True,#pragma omp parallel for,True,False,True,444
polybench/floyd-warshall,do_all,388,init_array,True,#pragma omp parallel for,False,True,False,388
polybench/floyd-warshall,do_all,387,init_array,True,#pragma omp parallel for,False,True,False,387
polybench/floyd-warshall,do_all,403,print_array,True,#pragma omp parallel for,False,True,False,403
polybench/floyd-warshall,do_all,402,print_array,True,#pragma omp parallel for,False,True,False,402
polybench/gemm,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemm,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemm,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemm,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemm,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemm,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemm,task,456,main,False,['#pragma omp task'],True,False,False,511
polybench/gemm,task,456,main,False,['#pragma omp task'],True,False,False,511
polybench/gemm,task,456,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,511
polybench/gemm,task,459,main,False,['#pragma omp task'],True,False,False,466
polybench/gemm,task,459,main,False,['#pragma omp task'],True,False,False,466
polybench/gemm,task,459,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,466
polybench/gemm,task,480,main,False,['#pragma omp task'],True,False,True,480
polybench/gemm,task,480,main,False,['#pragma omp task'],True,False,True,480
polybench/gemm,task,480,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,480
polybench/gemm,task,477,main,False,['#pragma omp task'],True,False,False,477
polybench/gemm,task,477,main,False,['#pragma omp task'],True,False,False,477
polybench/gemm,task,477,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,477
polybench/gemm,task,481,main,False,['#pragma omp task'],True,False,True,481
polybench/gemm,task,481,main,False,['#pragma omp task'],True,False,True,481
polybench/gemm,task,481,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,481
polybench/gemm,task,482,main,False,['#pragma omp task'],True,False,True,482
polybench/gemm,task,482,main,False,['#pragma omp task'],True,False,True,482
polybench/gemm,task,482,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,482
polybench/gemm,task,480,main,False,['#pragma omp task'],True,False,True,480
polybench/gemm,task,480,main,False,['#pragma omp task'],True,False,True,480
polybench/gemm,task,480,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,480
polybench/gemm,task,481,main,False,['#pragma omp task'],True,False,True,481
polybench/gemm,task,481,main,False,['#pragma omp task'],True,False,True,481
polybench/gemm,task,481,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,481
polybench/gemm,task,482,main,False,['#pragma omp task'],True,False,True,482
polybench/gemm,task,482,main,False,['#pragma omp task'],True,False,True,482
polybench/gemm,task,482,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,482
polybench/gemm,do_all,480,main,True,#pragma omp parallel for,True,False,True,480
polybench/gemm,do_all,481,main,True,#pragma omp parallel for,True,False,True,481
polybench/gemm,do_all,482,main,True,#pragma omp parallel for,True,False,True,482
polybench/gemm,do_all,406,init_array,True,#pragma omp parallel for,False,True,False,406
polybench/gemm,do_all,405,init_array,True,#pragma omp parallel for,False,True,False,405
polybench/gemm,do_all,409,init_array,True,#pragma omp parallel for,False,True,False,409
polybench/gemm,do_all,408,init_array,True,#pragma omp parallel for,False,True,False,408
polybench/gemm,do_all,412,init_array,True,#pragma omp parallel for,False,True,False,412
polybench/gemm,do_all,411,init_array,True,#pragma omp parallel for,False,True,False,411
polybench/gemm,do_all,450,kernel_gemm,True,#pragma omp parallel for,False,False,False,450
polybench/gemm,do_all,447,kernel_gemm,True,#pragma omp parallel for,False,False,False,447
polybench/gemm,do_all,446,kernel_gemm,True,#pragma omp parallel for,False,False,False,446
polybench/gemm,do_all,426,print_array,True,#pragma omp parallel for,False,True,False,426
polybench/gemm,do_all,425,print_array,True,#pragma omp parallel for,False,True,False,425
polybench/gemm,reduction,450,kernel_gemm,True,#pragma omp parallel for,False,False,False,450
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gemver,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gemver,task,465,main,False,['#pragma omp task'],True,False,False,548
polybench/gemver,task,465,main,False,['#pragma omp task'],True,False,False,548
polybench/gemver,task,465,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,548
polybench/gemver,task,478,main,False,['#pragma omp task'],True,False,False,479
polybench/gemver,task,478,main,False,['#pragma omp task'],True,False,False,479
polybench/gemver,task,478,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,479
polybench/gemver,do_all,500,main,True,#pragma omp parallel for,True,False,True,500
polybench/gemver,do_all,501,main,True,#pragma omp parallel for,True,False,True,501
polybench/gemver,do_all,502,main,True,#pragma omp parallel for,True,False,True,502
polybench/gemver,do_all,503,main,True,#pragma omp parallel for,True,False,True,503
polybench/gemver,do_all,504,main,True,#pragma omp parallel for,True,False,True,504
polybench/gemver,do_all,505,main,True,#pragma omp parallel for,True,False,True,505
polybench/gemver,do_all,506,main,True,#pragma omp parallel for,True,False,True,506
polybench/gemver,do_all,507,main,True,#pragma omp parallel for,True,False,True,507
polybench/gemver,do_all,508,main,True,#pragma omp parallel for,True,False,True,508
polybench/gemver,do_all,410,init_array,True,#pragma omp parallel for,False,True,False,410
polybench/gemver,do_all,400,init_array,True,#pragma omp parallel for,False,True,False,400
polybench/gemver,do_all,449,kernel_gemver,True,#pragma omp parallel for,False,False,False,449
polybench/gemver,do_all,448,kernel_gemver,True,#pragma omp parallel for,False,False,False,448
polybench/gemver,do_all,453,kernel_gemver,True,#pragma omp parallel for,False,False,False,453
polybench/gemver,do_all,452,kernel_gemver,True,#pragma omp parallel for,False,False,False,452
polybench/gemver,do_all,456,kernel_gemver,True,#pragma omp parallel for,False,False,False,456
polybench/gemver,do_all,460,kernel_gemver,True,#pragma omp parallel for,False,False,False,460
polybench/gemver,do_all,459,kernel_gemver,True,#pragma omp parallel for,False,False,False,459
polybench/gemver,do_all,424,print_array,True,#pragma omp parallel for,False,True,False,424
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/gesummv,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/gesummv,task,447,main,False,['#pragma omp task'],True,False,False,508
polybench/gesummv,task,447,main,False,['#pragma omp task'],True,False,False,508
polybench/gesummv,task,447,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,508
